NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
HDAC3	1	ENSG00000171720	
HSPE1P18	1	ENSG00000255163	
RTRAF	1	ENSG00000087302	
NMD3P1	1	ENSG00000226342	
FTH1P23	1	ENSG00000242960	
NR1H4	1	ENSG00000012504	
VPS35	1	ENSG00000069329	
TP53TG3	1	ENSG00000183632	
GCDH	1	ENSG00000105607	
Z97985.1	1	ENSG00000182574	
ZNF33A	1	ENSG00000189180	
CLEC12B	1	ENSG00000256660	
SYNGR1	1	ENSG00000100321	
ZNF581	1	ENSG00000171425	
TTC4	1	ENSG00000243725	
MAPT	1	ENSG00000186868	
SPAG9	1	ENSG00000008294	
FAM185A	1	ENSG00000222011	
RPL23AP74	1	ENSG00000227694	
RPS3AP44	1	ENSG00000234031	
BCL2L13	1	ENSG00000099968	
LINC00492	1	ENSG00000250958	
PCDHB15	1	ENSG00000113248	
RPL19P5	1	ENSG00000230580	
EARS2	1	ENSG00000103356	
ZNF850	1	ENSG00000267041	
TMEM9B	1	ENSG00000175348	
GABARAPL2	1	ENSG00000034713	
PIK3IP1-DT	1	ENSG00000228839	
RN7SL743P	1	ENSG00000243954	
RNVU1-18	1	ENSG00000206737	
NDUFAB1	1	ENSG00000004779	
SEPTIN14	1	ENSG00000154997	
TMEM134	1	ENSG00000172663	
HLA-DQB1-AS1	1	ENSG00000223534	
H2AW	1	ENSG00000181218	
POM121C	1	ENSG00000272391	
ZSWIM5P2	1	ENSG00000231258	
SYCP3	1	ENSG00000139351	
CUEDC1	1	ENSG00000180891	
PTCD2	1	ENSG00000049883	
HMGB1P1	1	ENSG00000124097	
H3-3B	1	ENSG00000132475	
CSAG2	1	ENSG00000268902	
MAZ	1	ENSG00000103495	
UBE3D	1	ENSG00000118420	
MS4A1	1	ENSG00000156738	
ACOX1	1	ENSG00000161533	
IAPP	1	ENSG00000121351	
CD5L	1	ENSG00000073754	
SPIRE1	1	ENSG00000134278	
BOD1	1	ENSG00000145919	
GRB7	1	ENSG00000141738	
TESK2	1	ENSG00000070759	
RB1-DT	1	ENSG00000231473	
TREH	1	ENSG00000118094	
SMUG1	1	ENSG00000123415	
LPAR5	1	ENSG00000184574	
RPS26P6	1	ENSG00000212994	
RNA5SP118	1	ENSG00000222317	
DCAF12	1	ENSG00000198876	
LINC02181	1	ENSG00000232190	
SHLD2	1	ENSG00000122376	
LINC02871	1	ENSG00000125899	
EMC7	1	ENSG00000134153	
SCOC	1	ENSG00000153130	
RN7SL502P	1	ENSG00000240733	
BBOX1	1	ENSG00000129151	
TECPR1	1	ENSG00000205356	
CFHR1	1	ENSG00000244414	
CDK8	1	ENSG00000132964	
ALDH7A1	1	ENSG00000164904	
RPL7P46	1	ENSG00000229917	
CYB5R1	1	ENSG00000159348	
LAD1	1	ENSG00000159166	
TPH2	1	ENSG00000139287	
RPL4P2	1	ENSG00000232341	
FRRS1	1	ENSG00000156869	
LINC00412	1	ENSG00000234772	
COQ9	1	ENSG00000088682	
HDAC11-AS1	1	ENSG00000244502	
FNDC3A	1	ENSG00000102531	
SLC25A21-AS1	1	ENSG00000258708	
LINC01102	1	ENSG00000235597	
KLF15	1	ENSG00000163884	
PPIAP41	1	ENSG00000254463	
CCDC43	1	ENSG00000180329	
AP003068.2	1	ENSG00000254614	
PSMF1	1	ENSG00000125818	
TRAP1	1	ENSG00000126602	
LGSN	1	ENSG00000146166	
RPS26P47	1	ENSG00000234354	
RPL12	1	ENSG00000197958	
NIP7	1	ENSG00000132603	
FBXO22	1	ENSG00000167196	
MAX	1	ENSG00000125952	
APOA5	1	ENSG00000110243	
ZSCAN12	1	ENSG00000158691	
GOT2	1	ENSG00000125166	
AL662884.3	1	ENSG00000284954	
TK2	1	ENSG00000166548	
RPL13AP7	1	ENSG00000213885	
LINC01547	1	ENSG00000183250	
UMPS	1	ENSG00000114491	
MICALL1	1	ENSG00000100139	
TANGO2	1	ENSG00000183597	
PIAS1	1	ENSG00000033800	
SESTD1	1	ENSG00000187231	
AC016065.1	1	ENSG00000246089	
C5orf22	1	ENSG00000082213	
BAIAP2	1	ENSG00000175866	
REXO1	1	ENSG00000079313	
MIR1537	1	ENSG00000222831	
SORT1	1	ENSG00000134243	
RFX7	1	ENSG00000181827	
FO393409.1	1	ENSG00000214961	
BTN3A2	1	ENSG00000186470	
UHRF1BP1	1	ENSG00000065060	
FEV	1	ENSG00000163497	
FUT10	1	ENSG00000172728	
MIDEAS	1	ENSG00000156030	
PAPSS1	1	ENSG00000138801	
SMG1P3	1	ENSG00000180747	
ADK	1	ENSG00000156110	
TAF5L	1	ENSG00000135801	
SLC12A2	1	ENSG00000064651	
TESMIN	1	ENSG00000132749	
LINC02473	1	ENSG00000261121	
MARF1	1	ENSG00000166783	
ZNF503-AS1	1	ENSG00000226051	
SPTBN1	1	ENSG00000115306	
GATD1	1	ENSG00000177225	
AC115837.1	1	ENSG00000253341	
AL009174.1	1	ENSG00000227008	
IYD	1	ENSG00000009765	
BX547991.1	1	ENSG00000215065	
AC087379.2	1	ENSG00000254695	
SYCE1	1	ENSG00000171772	
ALKBH3-AS1	1	ENSG00000244926	
ZFAND3	1	ENSG00000156639	
FAM83C-AS1	1	ENSG00000235214	
ZNF257	1	ENSG00000197134	
GNG12	1	ENSG00000172380	
HBG1	1	ENSG00000213934	
MKNK2	1	ENSG00000099875	
UBE2Z	1	ENSG00000159202	
PLEKHA2	1	ENSG00000169499	
MMUT	1	ENSG00000146085	
TIGD4	1	ENSG00000169989	
TRIM35	1	ENSG00000104228	
GLRX5	1	ENSG00000182512	
CUBNP2	1	ENSG00000234993	
WASH7P	1	ENSG00000227232	
LINC00322	1	ENSG00000237864	
VENTXP5	1	ENSG00000253569	
AMTN	1	ENSG00000187689	
NANOGP6	1	ENSG00000227351	
RPS3AP38	1	ENSG00000226318	
ASB7	1	ENSG00000183475	
EPM2A	1	ENSG00000112425	
NDUFB4P12	1	ENSG00000124399	
HACL1	1	ENSG00000131373	
IGKV3-15	1	ENSG00000244437	
NDUFA6-DT	1	ENSG00000237037	
ZC3H13	1	ENSG00000123200	
COX7B	1	ENSG00000131174	
LINC00898	1	ENSG00000205634	
NFKBIE	1	ENSG00000146232	
LINC00349	1	ENSG00000231238	
ZSCAN18	1	ENSG00000121413	
AGBL1-AS1	1	ENSG00000260125	
TMIGD2	1	ENSG00000167664	
MTND6P5	1	ENSG00000227730	
TXLNGY	1	ENSG00000131002	
AQP7P2	1	ENSG00000181997	
NBEAP5	1	ENSG00000277710	
SERBP1P5	1	ENSG00000249565	
PPP1R3C	1	ENSG00000119938	
VRK3	1	ENSG00000105053	
ZKSCAN3	1	ENSG00000189298	
HSD17B13	1	ENSG00000170509	
SGCZ	1	ENSG00000185053	
CMC4	1	ENSG00000182712	
CTNS	1	ENSG00000040531	
C6orf120	1	ENSG00000185127	
SLC25A4	1	ENSG00000151729	
AMER1	1	ENSG00000184675	
RPL6	1	ENSG00000089009	
LINC02880	1	ENSG00000175967	
SRRD	1	ENSG00000100104	
MESP1	1	ENSG00000166823	
C1GALT1P3	1	ENSG00000253544	
MAP2K3	1	ENSG00000034152	
MAT2B	1	ENSG00000038274	
RPUSD4	1	ENSG00000165526	
ORMDL3	1	ENSG00000172057	
SMU1	1	ENSG00000122692	
ZNF793	1	ENSG00000188227	
KDM3B	1	ENSG00000120733	
TMEM99	1	ENSG00000167920	
TBC1D22A	1	ENSG00000054611	
MXI1	1	ENSG00000119950	
IRAK4	1	ENSG00000198001	
SOS1	1	ENSG00000115904	
WDR82P1	1	ENSG00000234629	
GNPAT	1	ENSG00000116906	
BTNL8	1	ENSG00000113303	
CDADC1	1	ENSG00000102543	
AMDHD2	1	ENSG00000162066	
DDX3P1	1	ENSG00000232928	
C1QL4	1	ENSG00000186897	
UOX	1	ENSG00000240520	
MTCO3P11	1	ENSG00000237711	
DNAJC19P9	1	ENSG00000258608	
TMEM159	1	ENSG00000011638	
RCOR1	1	ENSG00000089902	
FAM135A	1	ENSG00000082269	
FAM86KP	1	ENSG00000163612	
RPS6KL1	1	ENSG00000198208	
FRY	1	ENSG00000073910	
SDHAF2	1	ENSG00000167985	
TMEM272	1	ENSG00000281106	
MT1F	1	ENSG00000198417	
CCAT2	1	ENSG00000280997	
RPS18P6	1	ENSG00000244048	
HEBP2	1	ENSG00000051620	
C9orf147	1	ENSG00000230185	
GAGE12G	1	ENSG00000215269	
NBEAL2	1	ENSG00000160796	
CFAP97	1	ENSG00000164323	
PDXP	1	ENSG00000241360	
CSNK1A1L	1	ENSG00000180138	
LMNB1-DT	1	ENSG00000251072	
RELL1	1	ENSG00000181826	
CHMP1A	1	ENSG00000131165	
GFRA3	1	ENSG00000146013	
HBS1L	1	ENSG00000112339	
MTATP8P1	1	ENSG00000240409	
TRPC5	1	ENSG00000072315	
XKR4	1	ENSG00000206579	
ZBTB47	1	ENSG00000114853	
LINC01029	1	ENSG00000265843	
ZNF320	1	ENSG00000182986	
C18orf25	1	ENSG00000152242	
CAP2	1	ENSG00000112186	
SULT2B1	1	ENSG00000088002	
NUP210	1	ENSG00000132182	
SLC25A5	1	ENSG00000005022	
SLC4A10	1	ENSG00000144290	
HNRNPA1P39	1	ENSG00000237804	
TRIM47	1	ENSG00000132481	
TPM3P6	1	ENSG00000250731	
WASHC2C	1	ENSG00000172661	
UBOX5	1	ENSG00000185019	
PURPL	1	ENSG00000250337	
RNVU1-1	1	ENSG00000207340	
TLX1	1	ENSG00000107807	
ACTN3	1	ENSG00000248746	
HINT2	1	ENSG00000137133	
BNIP3P26	1	ENSG00000268705	
AL136528.1	1	ENSG00000227589	
IFFO2	1	ENSG00000169991	
H2BC9	1	ENSG00000275713	
CAMK4	1	ENSG00000152495	
TNK1	1	ENSG00000174292	
NME5	1	ENSG00000112981	
TMEM186	1	ENSG00000184857	
PCDHGA8	1	ENSG00000253767	
POLR1E	1	ENSG00000137054	
ZNF76	1	ENSG00000065029	
XKR7	1	ENSG00000260903	
H2AC6	1	ENSG00000180573	
ALDOA	1	ENSG00000149925	
HNRNPF	1	ENSG00000169813	
YIPF1	1	ENSG00000058799	
SBNO2	1	ENSG00000064932	
ALDH9A1	1	ENSG00000143149	
RPS26P15	1	ENSG00000223416	
CA14	1	ENSG00000118298	
TRBV7-6	1	ENSG00000211727	
EGF	1	ENSG00000138798	
TSPY1	1	ENSG00000258992	
TIMM23B	1	ENSG00000204152	
RPL5P17	1	ENSG00000243859	
GTF2IP13	1	ENSG00000272556	
LINC02029	1	ENSG00000241544	
TMEM106C	1	ENSG00000134291	
OR8B5P	1	ENSG00000255030	
AC067852.2	1	ENSG00000266962	
SRP9P1	1	ENSG00000180581	
GNB2	1	ENSG00000172354	
SLC27A3	1	ENSG00000143554	
FAM151A	1	ENSG00000162391	
RPL7P21	1	ENSG00000231579	
RPL21P39	1	ENSG00000239797	
CAMP	1	ENSG00000164047	
DNAI1	1	ENSG00000122735	
LINC01956	1	ENSG00000258910	
RNU6-310P	1	ENSG00000207385	
GRHPR	1	ENSG00000137106	
OBI1	1	ENSG00000152193	
SENP8	1	ENSG00000166192	
SEC14L5	1	ENSG00000103184	
MRPL37	1	ENSG00000116221	
PNPLA4	1	ENSG00000006757	
PCBD1	1	ENSG00000166228	
YPEL5P2	1	ENSG00000271557	
BAD	1	ENSG00000002330	
TKTL1	1	ENSG00000007350	
MZT1	1	ENSG00000204899	
SSRP1	1	ENSG00000149136	
NEU3	1	ENSG00000162139	
SEMA4F	1	ENSG00000135622	
BEX4	1	ENSG00000102409	
TRDV3	1	ENSG00000256590	
MEF2C-AS2	1	ENSG00000245864	
LINC01194	1	ENSG00000248131	
FLG2	1	ENSG00000143520	
PLGRKT	1	ENSG00000107020	
DYM	1	ENSG00000141627	
RPL37P2	1	ENSG00000239559	
CCK	1	ENSG00000187094	
TYRO3P	1	ENSG00000259581	
DNAJC3-DT	1	ENSG00000247400	
PKNOX2	1	ENSG00000165495	
INPP5F	1	ENSG00000198825	
SPART	1	ENSG00000133104	
PEX3	1	ENSG00000034693	
VPS26C	1	ENSG00000157538	
ALOX15	1	ENSG00000161905	
AC005000.1	1	ENSG00000228532	
SERPINB10	1	ENSG00000242550	
BCAR3-AS1	1	ENSG00000224093	
TMEM199	1	ENSG00000244045	
TWNK	1	ENSG00000107815	
LINC02505	1	ENSG00000248215	
DUXB	1	ENSG00000282757	
AMH	1	ENSG00000104899	
HABP2	1	ENSG00000148702	
GDE1	1	ENSG00000006007	
PDP2	1	ENSG00000172840	
SAMD13	1	ENSG00000203943	
AP5M1	1	ENSG00000053770	
BACE2	1	ENSG00000182240	
SPANXB1	1	ENSG00000227234	
C11orf52	1	ENSG00000149300	
H3-5	1	ENSG00000188375	
METTL7A	1	ENSG00000185432	
ULK3	1	ENSG00000140474	
MTMR14	1	ENSG00000163719	
AC005091.1	1	ENSG00000229893	
POLR3G	1	ENSG00000113356	
PRORP	1	ENSG00000100890	
PLCB2-AS1	1	ENSG00000259307	
CCNI	1	ENSG00000118816	
RPL34P18	1	ENSG00000240509	
CLCN5	1	ENSG00000171365	
FAUP1	1	ENSG00000235297	
INCENP	1	ENSG00000149503	
KRT7-AS	1	ENSG00000257671	
PABPC1	1	ENSG00000070756	
ADAM21	1	ENSG00000139985	
EGLN3-AS1	1	ENSG00000258897	
CHL1-AS2	1	ENSG00000224318	
ATP6V1G1	1	ENSG00000136888	
PRKG2-AS1	1	ENSG00000251059	
CYREN	1	ENSG00000122783	
SARM1	1	ENSG00000004139	
RPL18AP3	1	ENSG00000213442	
MIR4754	1	ENSG00000266640	
GRN	1	ENSG00000030582	
INAFM2	1	ENSG00000259330	
EFL1P1	1	ENSG00000259404	
FN3K	1	ENSG00000167363	
HLA-Z	1	ENSG00000235301	
MAP3K14	1	ENSG00000006062	
ACTG1P2	1	ENSG00000229129	
MT1G	1	ENSG00000125144	
GPRASP1	1	ENSG00000198932	
H2BC5	1	ENSG00000158373	
MBNL3	1	ENSG00000076770	
TCTN3	1	ENSG00000119977	
TPT1P13	1	ENSG00000213498	
LINC01719	1	ENSG00000233396	
ASB2	1	ENSG00000100628	
RPL7AP9	1	ENSG00000213272	
ZNF720	1	ENSG00000197302	
SLC49A4	1	ENSG00000138463	
SERPINB1	1	ENSG00000021355	
RPL12P17	1	ENSG00000224839	
TMEM187	1	ENSG00000177854	
SHANK2	1	ENSG00000162105	
PHBP9	1	ENSG00000230224	
PC	1	ENSG00000173599	
LINC02145	1	ENSG00000250490	
POTEM	1	ENSG00000222036	
TRIM2	1	ENSG00000109654	
NWD2	1	ENSG00000174145	
PCK2	1	ENSG00000100889	
MGAT4B	1	ENSG00000161013	
NKX3-1	1	ENSG00000167034	
HADHB	1	ENSG00000138029	
ATP2C2-AS1	1	ENSG00000261286	
BMS1P17	1	ENSG00000228294	
NPIPB2	1	ENSG00000234719	
PLA2G4E-AS1	1	ENSG00000246740	
MRPS11	1	ENSG00000181991	
RPS21	1	ENSG00000171858	
IGF1R	1	ENSG00000140443	
CLLU1-AS1	1	ENSG00000205057	
STKLD1	1	ENSG00000198870	
NSA2P3	1	ENSG00000179031	
CLVS1	1	ENSG00000177182	
MTSS1	1	ENSG00000170873	
UNC93B2	1	ENSG00000155070	
HERC2	1	ENSG00000128731	
EIF4A3	1	ENSG00000141543	
MT1DP	1	ENSG00000205361	
GSKIP	1	ENSG00000100744	
GMDS-DT	1	ENSG00000250903	
GRM1	1	ENSG00000152822	
H2BC12	1	ENSG00000197903	
RCC2P6	1	ENSG00000254454	
RNU4-39P	1	ENSG00000199325	
POLR2E	1	ENSG00000099817	
KLHDC8B	1	ENSG00000185909	
FAM71E1	1	ENSG00000142530	
PCDHB17P	1	ENSG00000255622	
GATD3B	1	ENSG00000280071	
LINC02152	1	ENSG00000261319	
HNRNPCL2	1	ENSG00000275774	
ASNSP1	1	ENSG00000248498	
SLX4IP	1	ENSG00000149346	
RPS10P3	1	ENSG00000217716	
TXNDC16	1	ENSG00000087301	
AL121877.1	1	ENSG00000227581	
CSRP2	1	ENSG00000175183	
DCAKD	1	ENSG00000172992	
LINC01881	1	ENSG00000220804	
CCDC125	1	ENSG00000183323	
MAP3K13	1	ENSG00000073803	
NAIPP2	1	ENSG00000179978	
LINC02450	1	ENSG00000257114	
MANEAL	1	ENSG00000185090	
CPLANE2	1	ENSG00000132881	
ITGB5	1	ENSG00000082781	
PADI2	1	ENSG00000117115	
LINC01942	1	ENSG00000253428	
ELOBP2	1	ENSG00000255262	
GCNT3	1	ENSG00000140297	
HMGB3P12	1	ENSG00000237603	
GLUD2	1	ENSG00000182890	
TMEM202-AS1	1	ENSG00000261423	
CKMT1A	1	ENSG00000223572	
COX7A2	1	ENSG00000112695	
AL035530.2	1	ENSG00000271913	
LAMTOR5-AS1	1	ENSG00000224699	
TMED10	1	ENSG00000170348	
GKAP1	1	ENSG00000165113	
RNU6-476P	1	ENSG00000207457	
SAV1	1	ENSG00000151748	
FAM86MP	1	ENSG00000186234	
DSCR8	1	ENSG00000198054	
TAF6L	1	ENSG00000162227	
PLXNB1	1	ENSG00000164050	
CTCF	1	ENSG00000102974	
ALDH5A1	1	ENSG00000112294	
CNNM3	1	ENSG00000168763	
CLDN12	1	ENSG00000157224	
ECHDC3	1	ENSG00000134463	
ATP6V1B2	1	ENSG00000147416	
ATP7A	1	ENSG00000165240	
AC016582.1	1	ENSG00000225868	
TMEM72	1	ENSG00000187783	
TMOD4	1	ENSG00000163157	
SRPK2P	1	ENSG00000253431	
ZNRF2P2	1	ENSG00000225264	
NBR1	1	ENSG00000188554	
SNX18P3	1	ENSG00000225345	
FAM86C1P	1	ENSG00000158483	
UPF3AP2	1	ENSG00000214832	
CLCN4	1	ENSG00000073464	
RIN3	1	ENSG00000100599	
MASP2	1	ENSG00000009724	
PSTK	1	ENSG00000179988	
PELI3	1	ENSG00000174516	
RPS13P2	1	ENSG00000228929	
RN7SL605P	1	ENSG00000265566	
MIR3936HG	1	ENSG00000233006	
TGIF2	1	ENSG00000118707	
ZMYND12	1	ENSG00000066185	
NUBP1	1	ENSG00000103274	
FIRRE	1	ENSG00000213468	
MAN1B1-DT	1	ENSG00000268996	
RPL7AP11	1	ENSG00000242445	
IGSF3	1	ENSG00000143061	
PALB2	1	ENSG00000083093	
ASB16-AS1	1	ENSG00000267080	
STAG3L4	1	ENSG00000106610	
HLA-G	1	ENSG00000204632	
SRSF5	1	ENSG00000100650	
ZNF781	1	ENSG00000196381	
NF1P8	1	ENSG00000236956	
HMGB3P8	1	ENSG00000227096	
MOCS2	1	ENSG00000164172	
RPS6P25	1	ENSG00000240616	
ADAT2	1	ENSG00000189007	
TNFSF13B	1	ENSG00000102524	
CXorf49	1	ENSG00000215115	
HSFY3P	1	ENSG00000227289	
ST6GALNAC3	1	ENSG00000184005	
RTL10	1	ENSG00000215012	
RPS7P1	1	ENSG00000263266	
RSRC1	1	ENSG00000174891	
FNIP2	1	ENSG00000052795	
ELL3	1	ENSG00000128886	
STAG3L3	1	ENSG00000174353	
LEMD1	1	ENSG00000186007	
EP300-AS1	1	ENSG00000231993	
NUAK2	1	ENSG00000163545	
ZNF773	1	ENSG00000152439	
LINC02783	1	ENSG00000204362	
FBXL20	1	ENSG00000108306	
GAB1	1	ENSG00000109458	
COL17A1	1	ENSG00000065618	
RSL1D1	1	ENSG00000171490	
FUT6	1	ENSG00000156413	
TDP2	1	ENSG00000111802	
PRELID1P4	1	ENSG00000259592	
ZNF410	1	ENSG00000119725	
KIRREL3	1	ENSG00000149571	
ASB14	1	ENSG00000239388	
S100A8	1	ENSG00000143546	
TMEM140	1	ENSG00000146859	
NAGLU	1	ENSG00000108784	
TUBAL3	1	ENSG00000178462	
CPSF6	1	ENSG00000111605	
LINC01555	1	ENSG00000180869	
SEC14L6	1	ENSG00000214491	
NAT8	1	ENSG00000144035	
TMCO1-AS1	1	ENSG00000224358	
ZNF774	1	ENSG00000196391	
SLC9C2	1	ENSG00000162753	
TLR10	1	ENSG00000174123	
PAWR	1	ENSG00000177425	
KRTAP5-AS1	1	ENSG00000233930	
HCG9	1	ENSG00000204625	
STPG2-AS1	1	ENSG00000251620	
USP10	1	ENSG00000103194	
LINC01159	1	ENSG00000229743	
ARHGEF26	1	ENSG00000114790	
KRT6A	1	ENSG00000205420	
HERC1	1	ENSG00000103657	
SUCLA2	1	ENSG00000136143	
LINC02210	1	ENSG00000204650	
FAM8A2P	1	ENSG00000254722	
SPTLC2	1	ENSG00000100596	
H1-9P	1	ENSG00000188662	
MGRN1	1	ENSG00000102858	
IGBP1P1	1	ENSG00000226677	
EIF3G	1	ENSG00000130811	
RPL35AP21	1	ENSG00000229814	
PCDHB2	1	ENSG00000112852	
RPL4	1	ENSG00000174444	
FECH	1	ENSG00000066926	
CYP2B6	1	ENSG00000197408	
ZBTB25	1	ENSG00000089775	
SAA2-SAA4	1	ENSG00000255071	
ABCD3	1	ENSG00000117528	
FAM218A	1	ENSG00000250486	
NFIA-AS1	1	ENSG00000237853	
AC008663.2	1	ENSG00000253955	
PRR15L	1	ENSG00000167183	
EPB41	1	ENSG00000159023	
NDUFB6	1	ENSG00000165264	
RPL23AP47	1	ENSG00000219814	
ACTR10	1	ENSG00000131966	
NFE2L1	1	ENSG00000082641	
CNOT2	1	ENSG00000111596	
CBR4	1	ENSG00000145439	
PRMT5	1	ENSG00000100462	
STK35	1	ENSG00000125834	
RPL7P23	1	ENSG00000244363	
GAPDHP52	1	ENSG00000235076	
C17orf113	1	ENSG00000267221	
LGALS9C	1	ENSG00000171916	
CEP20	1	ENSG00000133393	
MAGEA9	1	ENSG00000123584	
GAS8-AS1	1	ENSG00000221819	
AC126603.1	1	ENSG00000258628	
ADPRM	1	ENSG00000170222	
C4orf3	1	ENSG00000164096	
ABCB5	1	ENSG00000004846	
HMGN5	1	ENSG00000198157	
PRODH	1	ENSG00000100033	
HMG20A	1	ENSG00000140382	
RPS15AP6	1	ENSG00000233072	
LINC00598	1	ENSG00000215483	
COTL1	1	ENSG00000103187	
COG2	1	ENSG00000135775	
KHDRBS3	1	ENSG00000131773	
LIN7C	1	ENSG00000148943	
ZNF525	1	ENSG00000203326	
STRN3	1	ENSG00000196792	
DHFR2	1	ENSG00000178700	
UPK3A	1	ENSG00000100373	
LINC01053	1	ENSG00000238169	
MAGEB2	1	ENSG00000099399	
USP27X-AS1	1	ENSG00000234390	
ACTR3C	1	ENSG00000106526	
TRIM26	1	ENSG00000234127	
AL162595.1	1	ENSG00000177788	
UBE2B	1	ENSG00000119048	
CBWD5	1	ENSG00000147996	
FNDC10	1	ENSG00000228594	
MTCO1P30	1	ENSG00000248729	
AHNAK2	1	ENSG00000185567	
MMGT1	1	ENSG00000169446	
NPM1P26	1	ENSG00000235677	
CDC37L1-DT	1	ENSG00000273061	
FOXD2-AS1	1	ENSG00000237424	
PRDX5	1	ENSG00000126432	
DAPP1	1	ENSG00000070190	
TUFT1	1	ENSG00000143367	
ZNF460	1	ENSG00000197714	
ZCRB1	1	ENSG00000139168	
PLA2G4C	1	ENSG00000105499	
RTP1	1	ENSG00000175077	
ATP1B3P1	1	ENSG00000271707	
RPS7	1	ENSG00000171863	
ARSD	1	ENSG00000006756	
SLC5A10	1	ENSG00000154025	
MIR4664	1	ENSG00000265660	
C11orf65	1	ENSG00000166323	
CNTNAP5	1	ENSG00000155052	
UROC1	1	ENSG00000159650	
RPS2P5	1	ENSG00000240342	
LINC01278	1	ENSG00000235437	
PGAP6	1	ENSG00000129925	
IL6-AS1	1	ENSG00000179428	
LEMD1-AS1	1	ENSG00000226235	
SAP18	1	ENSG00000150459	
KRT89P	1	ENSG00000274928	
MAIP1	1	ENSG00000162972	
FABP5P10	1	ENSG00000213201	
MIR635	1	ENSG00000207561	
ACAA1	1	ENSG00000060971	
LRFN3	1	ENSG00000126243	
AL049869.3	1	ENSG00000259116	
RNF7	1	ENSG00000114125	
ZNF347	1	ENSG00000197937	
MORC1	1	ENSG00000114487	
RNF43	1	ENSG00000108375	
RAP2C-AS1	1	ENSG00000232160	
CCDC141	1	ENSG00000163492	
LINC02121	1	ENSG00000250529	
SLC38A3	1	ENSG00000188338	
EIF3E	1	ENSG00000104408	
BAALC-AS2	1	ENSG00000236939	
ENPP7	1	ENSG00000182156	
RNU6-553P	1	ENSG00000200917	
EMC6	1	ENSG00000127774	
MEIS3P2	1	ENSG00000188013	
RUBCN	1	ENSG00000145016	
RPL39	1	ENSG00000198918	
GCSHP5	1	ENSG00000224837	
RNF6	1	ENSG00000127870	
LINC02690	1	ENSG00000255226	
EHHADH-AS1	1	ENSG00000223358	
C5orf47	1	ENSG00000185056	
PPP2R5B	1	ENSG00000068971	
ECHS1	1	ENSG00000127884	
ZNF836	1	ENSG00000196267	
LYRM2	1	ENSG00000083099	
ABHD4	1	ENSG00000100439	
LINC02594	1	ENSG00000267440	
ZNF790	1	ENSG00000197863	
VPS53	1	ENSG00000141252	
SEC11C	1	ENSG00000166562	
PIFO	1	ENSG00000173947	
MTIF3	1	ENSG00000122033	
BAP1	1	ENSG00000163930	
CFAP99	1	ENSG00000206113	
USF3	1	ENSG00000176542	
CNGA4	1	ENSG00000132259	
C2orf91	1	ENSG00000205086	
SUMO2P19	1	ENSG00000253328	
ERAL1	1	ENSG00000132591	
PSME2P6	1	ENSG00000227462	
PPP1R11	1	ENSG00000204619	
PPARD	1	ENSG00000112033	
C11orf96	1	ENSG00000187479	
AQR	1	ENSG00000021776	
SCFD2	1	ENSG00000184178	
LANCL2	1	ENSG00000132434	
PCSK1	1	ENSG00000175426	
LINC02226	1	ENSG00000245729	
CXorf49B	1	ENSG00000215113	
KIAA0319L	1	ENSG00000142687	
LINC02293	1	ENSG00000257185	
WTAP	1	ENSG00000146457	
NAPSB	1	ENSG00000131401	
FOSB	1	ENSG00000125740	
MTHFSD	1	ENSG00000103248	
TAF11L11	1	ENSG00000283740	
IGSF11-AS1	1	ENSG00000239877	
RSL24D1P1	1	ENSG00000218069	
LINC01622	1	ENSG00000286785	
BICRAL	1	ENSG00000112624	
PARD6B	1	ENSG00000124171	
FAM13B	1	ENSG00000031003	
SERPINE3	1	ENSG00000253309	
TAF7	1	ENSG00000178913	
NDUFAF2P2	1	ENSG00000255358	
GNMT	1	ENSG00000124713	
EDRF1-DT	1	ENSG00000224023	
GRAMD4P2	1	ENSG00000235992	
POU3F3	1	ENSG00000198914	
COX15	1	ENSG00000014919	
CIAPIN1P	1	ENSG00000263846	
LMTK2	1	ENSG00000164715	
SHC4	1	ENSG00000185634	
ZBTB24	1	ENSG00000112365	
GAGE12J	1	ENSG00000224659	
LINC02497	1	ENSG00000251182	
AL161636.1	1	ENSG00000229699	
MYG1	1	ENSG00000139637	
ARMCX5	1	ENSG00000125962	
WDR41	1	ENSG00000164253	
LINC00383	1	ENSG00000235221	
AC034243.1	1	ENSG00000253404	
MAPK1IP1L	1	ENSG00000168175	
UBR1	1	ENSG00000159459	
ATP5MC2P4	1	ENSG00000228847	
MIR5010	1	ENSG00000283929	
LINC01198	1	ENSG00000231817	
TMEM138	1	ENSG00000149483	
RPL35P3	1	ENSG00000219902	
GOT1	1	ENSG00000120053	
PAX8	1	ENSG00000125618	
ZNRD2-AS1	1	ENSG00000260233	
TNFAIP1	1	ENSG00000109079	
STIM2-AS1	1	ENSG00000240005	
MME-AS1	1	ENSG00000240666	
GP6	1	ENSG00000088053	
AC018521.5	1	ENSG00000264920	
RPS13	1	ENSG00000110700	
RPL11	1	ENSG00000142676	
PAX7	1	ENSG00000009709	
RALGPS1	1	ENSG00000136828	
SSBP1	1	ENSG00000106028	
UBE3B	1	ENSG00000151148	
NSA2P7	1	ENSG00000238251	
ATP6V0E2	1	ENSG00000171130	
STK19	1	ENSG00000204344	
MTRF1	1	ENSG00000120662	
